#Organism Name	Organism Groups	Strain	BioSample	BioProject	Size(Mb)	GC%	Replicons	CDS	Neighbors	Release Date	Assembly	Genes	Modify Date	tRNA
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	AR_0028	SAMN04014869	PRJNA292901	0.091175	50.6356	unitig_3_pilon:NZ_CP026718.1/CP026718.1	85	0	2018-03-02T00:00:00Z	GCA_002947505.1	94	2018-03-02T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	FDAARGOS_335	SAMN06173348	PRJNA231221	0.195881	52.4992	unnamed:NZ_CP027425.1/CP027425.1	189	0	2018-03-14T00:00:00Z	GCA_002984395.1	225	2018-03-14T00:00:00Z	0
Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria	AR380	SAMN07291523	PRJNA316321	0.078352	49.2215	unnamed1:NZ_CP029127.1/CP029127.1	68	0	2018-05-02T00:00:00Z	GCA_003073975.1	89	2018-06-07T00:00:00Z	0
Klebsiella oxytoca KONIH1	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH1	SAMN02786843	PRJNA202895	0.133397	52.1196	pKOX-137:NZ_CP008789.1/CP008789.1	148	0	2015-02-17T00:00:00Z	GCA_000714655.1	167	2018-07-16T00:00:00Z	0
Klebsiella oxytoca KONIH1	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH1	SAMN02786843	PRJNA202895	0.193725	51.5845	pKOX-86d:NZ_CP008790.1/CP008790.1	222	0	2015-02-17T00:00:00Z	GCA_000714655.1	239	2018-07-16T00:00:00Z	0
Klebsiella oxytoca KONIH1	Bacteria;Proteobacteria;Gammaproteobacteria	KONIH1	SAMN02786843	PRJNA202895	0.205586	53.8962	pKPC-727:NZ_CP008791.1/CP008791.1	234	0	2015-02-17T00:00:00Z	GCA_000714655.1	271	2018-07-16T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	blaNDM-1	SAMN02777842	PRJNA248655	0.118061	52.688	plasmid2:NZ_CP009115.1/CP009115.1	142	0	2015-01-21T00:00:00Z	GCA_000739495.1	158	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	blaNDM-1	SAMN02777842	PRJNA248655	0.09476	51.2906	plasmid1:NZ_CP009116.1/CP009116.1	102	0	2015-01-21T00:00:00Z	GCA_000739495.1	125	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	PMK1	SAMN02885365	PRJNA253300	0.187571	52.4633	pPMK1-A:NZ_CP008930.1/CP008930.1	191	0	2015-01-21T00:00:00Z	GCA_000764615.1	219	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	PMK1	SAMN02885365	PRJNA253300	0.111693	49.1544	pPMK1-B:NZ_CP008931.1/CP008931.1	112	0	2015-01-21T00:00:00Z	GCA_000764615.1	119	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	PMK1	SAMN02885365	PRJNA253300	0.069947	53.9723	pPMK1-C:NZ_CP008932.1/CP008932.1	82	0	2015-01-21T00:00:00Z	GCA_000764615.1	93	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	PMK1	SAMN02885365	PRJNA253300	0.304526	47.4935	pPMK1-NDM:NZ_CP008933.1/CP008933.1	300	0	2015-01-21T00:00:00Z	GCA_000764615.1	339	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	34618	SAMN03067424	PRJNA259789	0.207543	52.9004	p34618-207.543kb:NZ_CP010393.1/CP010393.1	215	0	2015-01-21T00:00:00Z	GCA_000814305.1	244	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	34618	SAMN03067424	PRJNA259789	0.013841	53.6811	p34618-13.841kb:NZ_CP010394.1/CP010394.1	16	0	2015-01-21T00:00:00Z	GCA_000814305.1	20	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	34618	SAMN03067424	PRJNA259789	0.04338	46.8349	p34618-43.380kb:NZ_CP010395.1/CP010395.1	54	0	2015-01-21T00:00:00Z	GCA_000814305.1	58	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	34618	SAMN03067424	PRJNA259789	0.071572	55.0397	p34618-71.572kb:NZ_CP010396.1/CP010396.1	69	0	2015-01-21T00:00:00Z	GCA_000814305.1	83	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	38544	SAMN03067421	PRJNA259789	0.085403	54.8154	p38544-85.403kb:NZ_CP010362.1/CP010362.1	79	0	2015-03-04T00:00:00Z	GCA_000807475.2	104	2018-07-16T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	6234	SAMN03255440	PRJNA259791	0.198371	51.6275	p6234-198.371kb:NZ_CP010390.1/CP010390.1	192	0	2015-01-11T00:00:00Z	GCA_000807515.2	239	2018-07-16T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	6234	SAMN03255440	PRJNA259791	0.178193	51.5284	p6234-178.193kb:NZ_CP010391.1/CP010391.1	211	0	2015-01-11T00:00:00Z	GCA_000807515.2	224	2018-07-16T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	38547	SAMN03067422	PRJNA259789	0.001476	49.3225	p38547-1.476kb:NZ_CP010388.1/CP010388.1	2	0	2015-01-13T00:00:00Z	GCA_000807495.2	4	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	38547	SAMN03067422	PRJNA259789	0.002496	51.4824	p38547-2.496kb:NZ_CP010389.1/CP010389.1	4	0	2015-01-13T00:00:00Z	GCA_000807495.2	5	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	UMNturkey9	SAMN03075675	PRJNA261775	0.001933	50.388	pUMNturkey9_1:NZ_CM003132.1/CM003132.1	2	0	2015-02-12T00:00:00Z	GCA_000826795.1	4	2018-07-17T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	32192	SAMN03067420	PRJNA259789	0.167664	52.635	unnamed_1:NZ_CP010574.1/CP010574.1	168	0	2015-03-04T00:00:00Z	GCA_000807395.3	206	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	32192	SAMN03067420	PRJNA259789	0.072864	54.5921	unnamed_2:NZ_CP010575.1/CP010575.1	66	0	2015-03-04T00:00:00Z	GCA_000807395.3	84	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	32192	SAMN03067420	PRJNA259789	0.035843	55.1712	unnamed_3:NZ_CP010576.1/CP010576.1	35	0	2015-03-04T00:00:00Z	GCA_000807395.3	41	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	Kp52.145	SAMEA3283117	PRJEB99	0.095087	49.9911	I:NZ_FO834904.1/FO834904.1	97	0	2014-03-21T00:00:00Z	GCA_000968155.1	119	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	Kp52.145	SAMEA3283117	PRJEB99	0.121703	49.1828	II:NZ_FO834905.1/FO834905.1	99	0	2014-03-21T00:00:00Z	GCA_000968155.1	143	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1392	SAMN03024610	PRJNA246471	0.043621	48.2703	pKPC_CAV1392:NZ_CP011575.1/CP011575.1	45	0	2015-06-18T00:00:00Z	GCA_001022035.1	49	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1392	SAMN03024610	PRJNA246471	0.049832	52.2355	pCAV1392-50:NZ_CP011576.1/CP011576.1	63	0	2015-06-18T00:00:00Z	GCA_001022035.1	79	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1392	SAMN03024610	PRJNA246471	0.130719	51.6543	pCAV1392-131:NZ_CP011577.1/CP011577.1	138	0	2015-06-18T00:00:00Z	GCA_001022035.1	158	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1344	SAMN03024590	PRJNA246471	0.003741	45.8968	pCAV1344-3741:NZ_CP011619.1/CP011619.1	5	0	2015-06-18T00:00:00Z	GCA_001022175.1	6	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1344	SAMN03024590	PRJNA246471	0.039554	44.6756	pCAV1344-40:NZ_CP011620.1/CP011620.1	41	0	2015-06-18T00:00:00Z	GCA_001022175.1	47	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1344	SAMN03024590	PRJNA246471	0.077808	53.3313	pCAV1344-78:NZ_CP011621.1/CP011621.1	94	0	2015-06-18T00:00:00Z	GCA_001022175.1	104	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1344	SAMN03024590	PRJNA246471	0.176497	52.9635	pKPC_CAV1344:NZ_CP011622.1/CP011622.1	204	0	2015-06-18T00:00:00Z	GCA_001022175.1	218	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1344	SAMN03024590	PRJNA246471	0.250396	52.6654	pCAV1344-250:NZ_CP011623.1/CP011623.1	269	0	2015-06-18T00:00:00Z	GCA_001022175.1	301	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1596	SAMN03024583	PRJNA246471	0.002927	46.5323	pCAV1596-2927:NZ_CP011643.1/CP011643.1	4	0	2015-06-18T00:00:00Z	GCA_001022235.1	4	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1596	SAMN03024583	PRJNA246471	0.040939	53.7043	pCAV1596-41:NZ_CP011644.1/CP011644.1	44	0	2015-06-18T00:00:00Z	GCA_001022235.1	51	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1596	SAMN03024583	PRJNA246471	0.077801	45.4197	pKPC_CAV1596-78:NZ_CP011645.1/CP011645.1	96	0	2015-06-18T00:00:00Z	GCA_001022235.1	101	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1596	SAMN03024583	PRJNA246471	0.096702	53.8334	pKPC_CAV1596-97:NZ_CP011646.1/CP011646.1	99	0	2015-06-18T00:00:00Z	GCA_001022235.1	115	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KP617	SAMN04044480	PRJNA295237	0.273628	46.2504	KP-plasmid1:NZ_CP012754.1/CP012754.1	279	0	2016-01-27T00:00:00Z	GCA_001307175.1	308	2017-02-25T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KP617	SAMN04044480	PRJNA295237	0.006141	52.1902	KP-plasmid2:NZ_CP012755.1/CP012755.1	7	0	2016-01-27T00:00:00Z	GCA_001307175.1	7	2017-02-25T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	MS6671	SAMEA3257677	PRJEB7538	0.279305	46.7253	_Plasmid_A_Kpneumoniae_MS6671:NZ_LN824134.1/LN824134.1	272	0	2015-12-01T00:00:00Z	GCA_001455995.1	302	2017-02-25T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	MS6671	SAMEA3257677	PRJEB7538	0.118323	52.4606	_Plasmid_B_Kpneumoniae_MS6671:NZ_LN824135.1/LN824135.1	118	0	2015-12-01T00:00:00Z	GCA_001455995.1	136	2017-02-25T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	MS6671	SAMEA3257677	PRJEB7538	0.034604	48.5926	_Plasmid_C_Kpneumoniae_MS6671:NZ_LN824136.1/LN824136.1	48	0	2015-12-01T00:00:00Z	GCA_001455995.1	51	2017-02-25T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	MS6671	SAMEA3257677	PRJEB7538	0.004715	41.1029	_Plasmid_D_Kpneumoniae_MS6671:NZ_LN824137.1/LN824137.1	5	0	2015-12-01T00:00:00Z	GCA_001455995.1	7	2017-02-25T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	MS6671	SAMEA3257677	PRJEB7538	0.08494	52.749	_Plasmid_E_Kpneumoniae_MS6671:NZ_LN824138.1/LN824138.1	98	0	2015-12-01T00:00:00Z	GCA_001455995.1	111	2017-02-25T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	MS6671	SAMEA3257677	PRJEB7538	0.055416	53.0569	_Phage_Kpneumoniae_MS6671:NZ_LN824139.1/LN824139.1	58	0	2015-12-01T00:00:00Z	GCA_001455995.1	60	2017-02-25T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1193	SAMN03733725	PRJNA246471	0.003741	45.8968	pCAV1193-3741:NZ_CP013321.1/CP013321.1	6	0	2016-01-27T00:00:00Z	GCA_001456135.1	7	2018-08-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1193	SAMN03733725	PRJNA246471	0.257944	52.7246	pCAV1193-258:NZ_CP013323.1/CP013323.1	273	0	2016-01-27T00:00:00Z	GCA_001456135.1	309	2018-08-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1193	SAMN03733725	PRJNA246471	0.166486	52.4398	pCAV1193-166:NZ_CP013324.1/CP013324.1	199	0	2016-01-27T00:00:00Z	GCA_001456135.1	211	2018-08-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1193	SAMN03733725	PRJNA246471	0.049565	48.1065	pKPC_CAV1193:NZ_CP013325.1/CP013325.1	46	0	2016-01-27T00:00:00Z	GCA_001456135.1	55	2018-08-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	CAV1193	SAMN03733725	PRJNA246471	0.077808	53.3313	pCAV1193-78:NZ_CP013326.1/CP013326.1	95	0	2016-01-27T00:00:00Z	GCA_001456135.1	104	2018-08-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KLP41	SAMN03421004	PRJNA278620	0.113626	53.9234	pKp41:CP012000.1	128	42	2015-12-18T00:00:00Z	GCA_001471085.2	141	2016-06-27T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KLP28	SAMN03421003	PRJNA278620	0.083399	53.8652	pKp28:CP011999.1	101	0	2015-12-18T00:00:00Z	GCA_001471155.2	111	2016-01-27T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	J1	SAMN04357099	PRJNA306571	0.074973	52.3629	1:NZ_CP013712.1/CP013712.1	57	0	2015-12-31T00:00:00Z	GCA_001482345.1	90	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	J1	SAMN04357099	PRJNA306571	0.0534	49.7697	2:NZ_CP013713.1/CP013713.1	51	0	2015-12-31T00:00:00Z	GCA_001482345.1	70	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	ATCC BAA-2146	SAMN02152539	PRJNA183901	0.002014	49.6028	pMYS:NZ_CP006660.1/CP006660.1	3	0	2015-01-21T00:00:00Z	GCA_000364385.3	4	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	ATCC BAA-2146	SAMN02152539	PRJNA183901	0.140825	51.9226	pNDM-US:NZ_CP006661.1/CP006661.1	167	0	2015-01-21T00:00:00Z	GCA_000364385.3	175	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	ATCC BAA-2146	SAMN02152539	PRJNA183901	0.085161	52.7389	pHg:NZ_CP006662.2/CP006662.2	97	0	2015-01-21T00:00:00Z	GCA_000364385.3	119	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	ATCC BAA-2146	SAMN02152539	PRJNA183901	0.117755	51.2106	pCuAs:NZ_CP006663.1/CP006663.1	118	0	2015-01-21T00:00:00Z	GCA_000364385.3	142	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KpN01	SAMN04168649	PRJNA298912	0.190072	51.7362	pKpN01-CTX:NZ_CP012988.3/CP012988.3	212	0	2016-01-27T00:00:00Z	GCA_001456055.3	248	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KpN01	SAMN04168649	PRJNA298912	0.134064	51.829	pKp02a:NZ_CP012989.1/CP012989.1	102	0	2016-01-27T00:00:00Z	GCA_001456055.3	141	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KpN01	SAMN04168649	PRJNA298912	0.046161	46.6498	pKp03a:NZ_CP012990.1/CP012990.1	57	0	2016-01-27T00:00:00Z	GCA_001456055.3	61	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KpN01	SAMN04168649	PRJNA298912	0.003223	56.283	pKp04a:NZ_CP012991.1/CP012991.1	4	0	2016-01-27T00:00:00Z	GCA_001456055.3	6	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KpN06	SAMN04168654	PRJNA298912	0.190072	51.7378	pKpN06-CTX:NZ_CP012993.2/CP012993.2	211	0	2016-01-27T00:00:00Z	GCA_001456095.3	247	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KpN06	SAMN04168654	PRJNA298912	0.10711	52.1315	unnamed 2:NZ_CP012994.1/CP012994.1	83	0	2016-01-27T00:00:00Z	GCA_001456095.3	120	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KpN06	SAMN04168654	PRJNA298912	0.041072	45.1987	unnamed 3:NZ_CP012995.1/CP012995.1	49	0	2016-01-27T00:00:00Z	GCA_001456095.3	52	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KpN06	SAMN04168654	PRJNA298912	0.003223	56.283	pKpN06-COL:NZ_CP014305.2/CP014305.2	4	0	2016-04-27T00:00:00Z	GCA_001456095.3	6	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	SKGH01	SAMN04917370	PRJNA320133	0.28119	46.7997	unnamed 1:NZ_CP015501.1/CP015501.1	271	0	2016-05-17T00:00:00Z	GCA_001644765.1	304	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	SKGH01	SAMN04917370	PRJNA320133	0.140874	52.1225	unnamed 2:NZ_CP015502.1/CP015502.1	126	0	2016-05-17T00:00:00Z	GCA_001644765.1	158	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	SKGH01	SAMN04917370	PRJNA320133	0.084941	52.7496	unnamed 3:NZ_CP015503.1/CP015503.1	99	0	2016-05-17T00:00:00Z	GCA_001644765.1	112	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	SKGH01	SAMN04917370	PRJNA320133	0.05623	52.9699	unnamed 4:NZ_CP015504.1/CP015504.1	58	0	2016-05-17T00:00:00Z	GCA_001644765.1	61	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	SKGH01	SAMN04917370	PRJNA320133	0.034611	48.5915	unnamed 5:NZ_CP015505.1/CP015505.1	49	0	2016-05-17T00:00:00Z	GCA_001644765.1	51	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	W14	SAMN04992856	PRJNA321220	0.165275	51.6842	unnamed1:NZ_CP015754.1/CP015754.1	146	0	2016-05-19T00:00:00Z	GCA_001646625.1	175	2017-02-25T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	W14	SAMN04992856	PRJNA321220	0.109349	49.3475	unnamed2:NZ_CP015755.1/CP015755.1	116	0	2016-05-19T00:00:00Z	GCA_001646625.1	121	2017-02-25T00:00:00Z	1
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	AATZP	SAMN03455970	PRJNA279650	0.12103	49.277	pKPN-04f:NZ_CP014756.1/CP014756.1	119	0	2016-05-29T00:00:00Z	GCA_001648215.1	122	2017-02-25T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	AATZP	SAMN03455970	PRJNA279650	0.054064	52.2899	pNDM-1fa:NZ_CP014757.1/CP014757.1	64	0	2016-05-29T00:00:00Z	GCA_001648215.1	69	2017-02-25T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	AATZP	SAMN03455970	PRJNA279650	0.038384	51.7559	pKPN-041:NZ_CP014758.1/CP014758.1	32	0	2016-05-29T00:00:00Z	GCA_001648215.1	43	2017-02-25T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	BR	SAMN05188406	PRJNA323746	0.076251	53.3265	pWSZBR:NZ_CP015991.1/CP015991.1	75	0	2016-06-21T00:00:00Z	GCA_001663195.1	101	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KPNIH39	SAMN03455930	PRJNA279611	0.284894	50.9003	pKPN-332:NZ_CP014763.1/CP014763.1	237	0	2016-06-21T00:00:00Z	GCA_001663295.1	319	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KPNIH39	SAMN03455930	PRJNA279611	0.036707	61.5659	pKPN-704:NZ_CP014764.1/CP014764.1	40	0	2016-06-21T00:00:00Z	GCA_001663295.1	41	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KPNIH39	SAMN03455930	PRJNA279611	0.106559	53.7261	pKpQIL-9b8:NZ_CP014765.1/CP014765.1	122	0	2016-06-21T00:00:00Z	GCA_001663295.1	127	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	Kpn223	SAMN03455975	PRJNA279655	0.170926	50.5839	pKPN-065:NZ_CP015026.1/CP015026.1	149	0	2016-06-21T00:00:00Z	GCA_001663435.1	190	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	Kpn555	SAMN03455976	PRJNA279656	0.142858	52.4521	pKPN-7c3:NZ_CP015131.1/CP015131.1	171	0	2016-06-21T00:00:00Z	GCA_001663455.1	203	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	Kpn555	SAMN03455976	PRJNA279656	0.224457	52.4835	pKPN-d90:NZ_CP015132.1/CP015132.1	224	0	2016-06-21T00:00:00Z	GCA_001663455.1	265	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	Kpn555	SAMN03455976	PRJNA279656	0.02645	59.9055	pKPN-d6b:NZ_CP015133.1/CP015133.1	25	0	2016-06-21T00:00:00Z	GCA_001663455.1	30	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KPNIH36	SAMN03701676	PRJNA284365	0.040448	56.2574	pKPN-821:NZ_CP014648.1/CP014648.1	44	0	2016-06-23T00:00:00Z	GCA_001675125.1	57	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KPNIH36	SAMN03701676	PRJNA284365	0.133484	52.5014	pKPN-fff:NZ_CP014649.1/CP014649.1	156	0	2016-06-23T00:00:00Z	GCA_001675125.1	173	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	KPNIH36	SAMN03701676	PRJNA284365	0.113639	53.9278	pKpQIL-6e6:NZ_CP014650.1/CP014650.1	131	0	2016-06-23T00:00:00Z	GCA_001675125.1	143	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	TH1	SAMN05170048	PRJNA321635	0.165276	51.682	unnamed1:NZ_CP016160.1/CP016160.1	147	0	2016-06-28T00:00:00Z	GCA_001676825.1	174	2017-02-22T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	TH1	SAMN05170048	PRJNA321635	0.109349	49.3466	unnamed2:NZ_CP016161.1/CP016161.1	117	0	2016-06-28T00:00:00Z	GCA_001676825.1	121	2017-02-22T00:00:00Z	1
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	Kp33	SAMN05293825	PRJNA325878	0.073152	51.6144	pKP33:NZ_CM004510.1/CM004510.1	74	0	2016-07-28T00:00:00Z	GCA_001693715.1	93	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	DHQP1002001	SAMN04448219	PRJNA296771	0.307743	51.7448	p_IncFIB_DHQP1002001:NZ_CP016810.1/CP016810.1	310	0	2016-08-21T00:00:00Z	GCA_001704235.1	366	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	DHQP1002001	SAMN04448219	PRJNA296771	0.065887	54.9592	p_incR_DHQP1002001:NZ_CP016812.1/CP016812.1	70	0	2016-08-21T00:00:00Z	GCA_001704235.1	91	2018-07-20T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	blood sample 2	SAMN05149976	PRJNA322244	0.205221	52.8898	1:NZ_CP015823.1/CP015823.1	208	0	2016-08-17T00:00:00Z	GCA_001705385.1	241	2017-02-21T00:00:00Z	0
Klebsiella pneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria	blood sample 2	SAMN05149976	PRJNA322244	0.103147	53.6564	2:NZ_CP015824.1/CP015824.1	122	0	2016-08-17T00:00:00Z	GCA_001705385.1	134	2017-02-21T00:00:00Z	0
